PO_ID,OperatorID,IncidentID,MachineID,StartDate,StartTime,EndDate,EndTime,QtyProduced,QtyRejected,Hours,ProductID
39629,477,61,AS-02,03-Feb-20,08:35:42,03-Feb-20,08:41:08,0,0,0.090555556,210310PEP01
42618,477,61,AS-02,08-Jun-20,12:20:00,08-Jun-20,12:25:25,0,0,0.090277778,233545PEP01
41041,477,61,AS-02,19-Mar-20,11:30:00,19-Mar-20,11:35:23,0,0,0.089722222,231530PEP02
40826,477,61,AS-02,27-Mar-20,07:00:00,27-Mar-20,07:05:22,0,0,0.089444444,220355PEP01
41877,477,61,AS-02,05-May-20,13:15:00,05-May-20,13:20:21,0,0,0.089166667,233875PEP01
39142,477,61,AS-02,31-Jan-20,08:35:56,31-Jan-20,08:41:10,0,0,0.087222222,230005PEP01
39507,477,61,AS-02,31-Jan-20,08:05:00,31-Jan-20,08:08:23,0,0,0.056388889,230065PEP01
39834,477,61,AS-02,03-Feb-20,11:05:00,03-Feb-20,11:08:23,0,0,0.056388889,210915PEP01
42870,477,61,AS-02,09-Jul-20,07:17:00,09-Jul-20,07:20:17,0,0,0.054722222,231135PEP01
39339,477,61,AS-02,29-Jan-20,10:05:17,29-Jan-20,10:08:31,0,0,0.053888889,232970PEP01
41655,477,61,AS-02,14-Apr-20,14:12:00,14-Apr-20,14:15:12,0,0,0.053333333,230385PEP01
39871,477,61,AS-02,30-Jan-20,11:05:31,30-Jan-20,11:08:26,0,0,0.048611111,232571PEP01
41450,477,61,AS-02,26-Mar-20,15:05:00,26-Mar-20,15:07:55,0,0,0.048611111,231530PEP01
42629,477,61,AS-02,08-Jun-20,11:05:00,08-Jun-20,11:07:55,0,0,0.048611111,233875PEP01
41542,477,61,AS-02,31-Mar-20,11:35:00,31-Mar-20,11:37:55,0,0,0.048611111,231785PEP01
40165,477,61,AS-02,10-Feb-20,10:05:00,10-Feb-20,10:07:55,0,0,0.048611111,230065PEP01
41764,477,61,AS-02,23-Apr-20,07:06:00,23-Apr-20,07:08:54,0,0,0.048333333,235351PEP01
41905,477,61,AS-02,07-May-20,14:40:00,07-May-20,14:42:54,0,0,0.048333333,210665PEP01
39551,477,61,AS-02,19-Feb-20,08:05:00,19-Feb-20,08:07:54,0,0,0.048333333,210580PEP01
42799,477,61,AS-02,07-Jul-20,07:05:00,07-Jul-20,07:07:54,0,0,0.048333333,210810PEP01
39563,477,61,AS-02,14-Feb-20,09:05:00,14-Feb-20,09:07:53,0,0,0.048055556,210765PEP01
40066,477,61,AS-02,21-Feb-20,11:05:00,21-Feb-20,11:07:53,0,0,0.048055556,210815PEP01
42575,477,61,AS-02,09-Jun-20,08:05:00,09-Jun-20,08:07:53,0,0,0.048055556,233675PEP01
41389,477,61,AS-02,15-Apr-20,09:50:00,15-Apr-20,09:52:53,0,0,0.048055556,230220PEP01
40780,477,61,AS-02,26-Feb-20,14:05:00,26-Feb-20,14:07:53,0,0,0.048055556,230005PEP01
42848,477,61,AS-02,08-Jul-20,11:02:00,08-Jul-20,11:04:53,0,0,0.048055556,210575PEP01
41334,477,61,AS-02,09-Apr-20,13:05:00,09-Apr-20,13:07:52,0,0,0.047777778,210815PEP01
43465,477,61,AS-02,22-Jul-20,15:02:00,22-Jul-20,15:04:52,0,0,0.047777778,210770PEP01
39288,477,61,AS-02,24-Feb-20,11:05:00,24-Feb-20,11:07:52,0,0,0.047777778,210380PEP01
39742,477,61,AS-02,11-Mar-20,13:05:00,11-Mar-20,13:07:52,0,0,0.047777778,210945PEP01
40235,477,61,AS-02,20-Mar-20,10:05:00,20-Mar-20,10:07:52,0,0,0.047777778,232910PEP01
41124,477,61,AS-02,25-Mar-20,07:35:00,25-Mar-20,07:37:52,0,0,0.047777778,210985PEP01
43133,477,61,AS-02,15-Jul-20,13:42:00,15-Jul-20,13:44:51,0,0,0.0475,210765PEP01
40534,477,61,AS-02,13-Feb-20,07:05:00,13-Feb-20,07:07:51,0,0,0.0475,220037PEP01
42305,477,61,AS-02,20-Jun-20,13:35:00,20-Jun-20,13:37:50,0,0,0.047222222,220037PEP01
39907,477,61,AS-02,30-Jan-20,13:05:31,30-Jan-20,13:08:21,0,0,0.047222222,232501PEP01
43449,477,61,AS-02,13-Jul-20,13:37:00,13-Jul-20,13:39:50,0,0,0.047222222,210770PEP01
41502,477,61,AS-02,14-May-20,07:05:00,14-May-20,07:07:50,0,0,0.047222222,233556PEP01
40421,477,61,AS-02,14-Feb-20,07:05:00,14-Feb-20,07:07:50,0,0,0.047222222,210640PEP01
42876,477,61,AS-02,30-Jun-20,10:02:00,30-Jun-20,10:04:50,0,0,0.047222222,233260PEP01
40742,477,61,AS-02,10-Mar-20,07:05:00,10-Mar-20,07:07:50,0,0,0.047222222,210580PEP01
42589,477,61,AS-02,10-Jun-20,14:05:00,10-Jun-20,14:07:49,0,0,0.046944444,210580PEP01
41237,477,61,AS-02,24-Mar-20,07:05:00,24-Mar-20,07:07:49,0,0,0.046944444,210071PEP01
42793,477,61,AS-02,14-Jul-20,09:02:00,14-Jul-20,09:04:49,0,0,0.046944444,210805PEP01
43353,477,61,AS-02,21-Jul-20,08:32:00,21-Jul-20,08:34:48,0,0,0.046666667,233875PEP01
42810,477,61,AS-02,02-Jul-20,08:32:00,02-Jul-20,08:34:48,0,0,0.046666667,210975PEP01
43094,477,61,AS-02,01-Jul-20,13:02:00,01-Jul-20,13:04:48,0,0,0.046666667,233725PEP01
39775,477,61,AS-02,08-Jun-20,11:35:00,08-Jun-20,11:37:48,0,0,0.046666667,233260PEP01
41558,477,61,AS-02,06-Apr-20,14:35:00,06-Apr-20,14:37:48,0,0,0.046666667,230665PEP01
43118,477,61,AS-02,21-Jul-20,07:02:00,21-Jul-20,07:04:48,0,0,0.046666667,210835PEP01
39231,477,61,AS-02,12-Feb-20,13:05:00,12-Feb-20,13:07:48,0,0,0.046666667,210620PEP01
41037,477,61,AS-02,23-Mar-20,10:05:00,23-Mar-20,10:07:48,0,0,0.046666667,231490PEP01
40096,477,61,AS-02,05-Feb-20,11:05:00,05-Feb-20,11:07:47,0,0,0.046388889,232900PEP01
40371,477,61,AS-02,13-Feb-20,13:35:00,13-Feb-20,13:37:47,0,0,0.046388889,210700PEP01
40499,477,61,AS-02,25-Feb-20,07:05:00,25-Feb-20,07:07:47,0,0,0.046388889,231130PEP01
41068,477,61,AS-02,10-Mar-20,11:05:00,10-Mar-20,11:07:47,0,0,0.046388889,210670PEP01
40011,477,61,AS-02,29-Jan-20,15:05:33,29-Jan-20,15:08:20,0,0,0.046388889,233565PEP01
42949,477,61,AS-02,08-Jul-20,13:05:00,08-Jul-20,13:07:47,0,0,0.046388889,232495PEP01
37102,477,61,AS-02,25-Feb-20,09:35:00,25-Feb-20,09:37:47,0,0,0.046388889,231140PEP01
39147,477,61,AS-02,24-Feb-20,14:05:00,24-Feb-20,14:07:47,0,0,0.046388889,230005PEP01
43640,477,61,AS-02,17-Jul-20,13:02:00,17-Jul-20,13:04:47,0,0,0.046388889,210815PEP01
41156,477,61,AS-02,20-May-20,15:05:00,20-May-20,15:07:47,0,0,0.046388889,220355PEP01
40956,477,61,AS-02,09-Mar-20,15:43:00,09-Mar-20,15:45:47,0,0,0.046388889,220355PEP01
41176,477,61,AS-02,25-Mar-20,15:05:00,25-Mar-20,15:07:46,0,0,0.046111111,210645PEP01
40282,477,61,AS-02,06-Feb-20,14:20:00,06-Feb-20,14:22:46,0,0,0.046111111,233545PEP01
42484,477,61,AS-02,03-Jul-20,10:05:00,03-Jul-20,10:07:46,0,0,0.046111111,210061PEP01
43781,477,61,AS-02,23-Jul-20,13:42:00,23-Jul-20,13:44:46,0,0,0.046111111,230665PEP01
42805,477,61,AS-02,07-Jul-20,07:02:00,07-Jul-20,07:04:46,0,0,0.046111111,210815PEP01
40023,477,61,AS-02,07-Feb-20,15:15:00,07-Feb-20,15:17:46,0,0,0.046111111,233330PEP01
41042,477,61,AS-02,19-Mar-20,11:05:00,19-Mar-20,11:07:45,0,0,0.045833333,231530PEP01
43348,477,61,AS-02,21-Jul-20,08:17:00,21-Jul-20,08:19:45,0,0,0.045833333,233545PEP01
41445,477,61,AS-02,15-Jun-20,16:05:00,15-Jun-20,16:07:45,0,0,0.045833333,220037PEP01
40365,477,61,AS-02,19-Feb-20,15:05:00,19-Feb-20,15:07:44,0,0,0.045555556,210615PEP01
39177,477,61,AS-02,27-Mar-20,14:20:00,27-Mar-20,14:22:44,0,0,0.045555556,220355PEP01
43767,477,61,AS-02,24-Jul-20,07:42:00,24-Jul-20,07:44:43,0,0,0.045277778,233485PEP01
42727,477,61,AS-02,17-Jun-20,10:05:00,17-Jun-20,10:07:43,0,0,0.045277778,210770PEP01
41941,477,61,AS-02,07-May-20,11:05:00,07-May-20,11:07:43,0,0,0.045277778,233680PEP01
41744,477,61,AS-02,01-Jun-20,14:25:00,01-Jun-20,14:27:43,0,0,0.045277778,210071PEP01
42682,477,61,AS-02,26-Jun-20,13:05:00,26-Jun-20,13:07:43,0,0,0.045277778,233560PEP01
40451,477,61,AS-02,19-Jun-20,07:05:00,19-Jun-20,07:07:43,0,0,0.045277778,210635PEP01
43392,477,61,AS-02,20-Jul-20,13:02:00,20-Jul-20,13:04:43,0,0,0.045277778,231530PEP01
43138,477,61,AS-02,13-Jul-20,16:02:00,13-Jul-20,16:04:42,0,0,0.045,210770PEP01
40576,477,61,AS-02,25-Mar-20,09:05:00,25-Mar-20,09:07:42,0,0,0.045,210840PEP01
42545,477,61,AS-02,01-Jun-20,10:05:00,01-Jun-20,10:07:42,0,0,0.045,233100PEP01
39786,477,61,AS-02,22-Feb-20,12:05:00,22-Feb-20,12:07:42,0,0,0.045,210071PEP01
43070,477,61,AS-02,24-Jul-20,08:32:00,24-Jul-20,08:34:41,0,0,0.044722222,231785PEP01
42912,477,61,AS-02,23-Jul-20,10:22:00,23-Jul-20,10:24:41,0,0,0.044722222,233250PEP01
41369,477,61,AS-02,25-Mar-20,13:35:00,25-Mar-20,13:37:41,0,0,0.044722222,233565PEP01
39883,477,61,AS-02,30-Jan-20,07:05:31,30-Jan-20,07:08:12,0,0,0.044722222,230926PEP01
40984,477,61,AS-02,24-Mar-20,10:05:00,24-Mar-20,10:07:40,0,0,0.044444444,230505PEP01
41796,477,61,AS-02,05-May-20,07:05:00,05-May-20,07:07:40,0,0,0.044444444,230185PEP01
42009,477,61,AS-02,06-May-20,13:05:00,06-May-20,13:07:40,0,0,0.044444444,230220PEP01
43419,477,61,AS-02,21-Jul-20,13:02:00,21-Jul-20,13:04:40,0,0,0.044444444,233110PEP01
41460,477,61,AS-02,06-Apr-20,14:05:00,06-Apr-20,14:07:39,0,0,0.044166667,233171PEP01
41832,477,61,AS-02,14-May-20,09:05:00,14-May-20,09:07:39,0,0,0.044166667,233855PEP01
40625,477,61,AS-02,26-Mar-20,07:05:00,26-Mar-20,07:07:39,0,0,0.044166667,233390PEP01
38528,477,61,AS-02,30-Jan-20,15:05:31,30-Jan-20,15:08:10,0,0,0.044166667,220355PEP01
42538,477,61,AS-02,24-Jun-20,07:03:00,24-Jun-20,07:05:39,0,0,0.044166667,233995PEP01
42245,477,61,AS-02,13-Jul-20,10:37:00,13-Jul-20,10:39:39,0,0,0.044166667,220355PEP01
43482,477,61,AS-02,20-Jul-20,14:05:00,20-Jul-20,14:07:38,0,0,0.043888889,233315PEP01
41887,477,61,AS-02,04-May-20,11:40:00,04-May-20,11:42:38,0,0,0.043888889,233171PEP01
43657,477,61,AS-02,22-Jul-20,12:32:00,22-Jul-20,12:34:38,0,0,0.043888889,210670PEP01
42906,477,61,AS-02,01-Jul-20,08:17:00,01-Jul-20,08:19:38,0,0,0.043888889,233250PEP01
40116,477,61,AS-02,06-Feb-20,13:05:00,06-Feb-20,13:07:37,0,0,0.043611111,233216PEP01
40433,477,61,AS-02,10-Mar-20,10:05:00,10-Mar-20,10:07:37,0,0,0.043611111,210635PEP01
36874,477,61,AS-02,25-Feb-20,09:05:00,25-Feb-20,09:07:37,0,0,0.043611111,233255PEP01
39547,477,61,AS-02,19-Feb-20,08:05:00,19-Feb-20,08:07:36,0,0,0.043333333,210570PEP01
40748,477,61,AS-02,12-Mar-20,07:05:00,12-Mar-20,07:07:36,0,0,0.043333333,210710PEP01
42520,477,61,AS-02,22-Jun-20,13:05:00,22-Jun-20,13:07:36,0,0,0.043333333,233980PEP01
42954,477,61,AS-02,01-Jul-20,16:17:00,01-Jul-20,16:19:36,0,0,0.043333333,232501PEP01
41292,477,61,AS-02,08-Apr-20,09:05:00,08-Apr-20,09:07:35,0,0,0.043055556,210390PEP01
40215,477,61,AS-02,10-Feb-20,09:05:00,10-Feb-20,09:07:35,0,0,0.043055556,230220PEP01
41548,477,61,AS-02,23-Apr-20,09:50:00,23-Apr-20,09:52:35,0,0,0.043055556,231785PEP01
40734,477,61,AS-02,13-Mar-20,07:05:00,13-Mar-20,07:07:35,0,0,0.043055556,210575PEP01
40445,477,61,AS-02,20-May-20,07:05:00,20-May-20,07:07:35,0,0,0.043055556,210640PEP01
39347,477,61,AS-02,29-Jan-20,13:05:33,29-Jan-20,13:08:08,0,0,0.043055556,232910PEP01
40718,477,61,AS-02,13-Mar-20,10:05:00,13-Mar-20,10:07:34,0,0,0.042777778,233930PEP01
41209,477,61,AS-02,19-Mar-20,08:05:00,19-Mar-20,08:07:34,0,0,0.042777778,233545PEP01
41280,477,61,AS-02,25-Mar-20,16:37:00,25-Mar-20,16:39:34,0,0,0.042777778,210375PEP01
41732,477,61,AS-02,23-Apr-20,07:05:00,23-Apr-20,07:07:33,0,0,0.0425,231135PEP01
40660,477,61,AS-02,16-Mar-20,07:05:00,16-Mar-20,07:07:33,0,0,0.0425,210805PEP01
40701,477,61,AS-02,07-Mar-20,07:05:00,07-Mar-20,07:07:33,0,0,0.0425,233560PEP01
43046,477,61,AS-02,15-Jul-20,10:35:00,15-Jul-20,10:37:33,0,0,0.0425,510126PEP01
41773,477,61,AS-02,23-Apr-20,07:25:00,23-Apr-20,07:27:33,0,0,0.0425,233770PEP01
41946,477,61,AS-02,13-May-20,10:05:00,13-May-20,10:07:33,0,0,0.0425,233565PEP01
42882,477,61,AS-02,24-Jul-20,09:02:00,24-Jul-20,09:04:33,0,0,0.0425,233260PEP01
43019,477,61,AS-02,30-Jun-20,07:35:00,30-Jun-20,07:37:33,0,0,0.0425,232970PEP01
40131,477,61,AS-02,11-Feb-20,08:05:00,11-Feb-20,08:07:33,0,0,0.0425,233675PEP01
42532,477,61,AS-02,25-Jun-20,13:33:00,25-Jun-20,13:35:32,0,0,0.042222222,233990PEP01
42965,477,61,AS-02,08-Jul-20,14:02:00,08-Jul-20,14:04:32,0,0,0.042222222,232491PEP01
42504,477,61,AS-02,09-Jun-20,09:05:00,09-Jun-20,09:07:32,0,0,0.042222222,231545PEP01
42924,477,61,AS-02,23-Jul-20,13:05:00,23-Jul-20,13:07:31,0,0,0.041944444,230140PEP01
42960,477,61,AS-02,08-Jul-20,11:02:00,08-Jul-20,11:04:31,0,0,0.041944444,232485PEP01
39918,477,61,AS-02,03-Feb-20,15:25:42,03-Feb-20,15:28:13,0,0,0.041944444,232491PEP01
40102,477,61,AS-02,22-Feb-20,07:05:00,22-Feb-20,07:07:31,0,0,0.041944444,232900PEP01
40790,477,61,AS-02,31-Mar-20,07:05:00,31-Mar-20,07:07:31,0,0,0.041944444,230005PEP01
42607,477,61,AS-02,15-Jun-20,11:05:00,15-Jun-20,11:07:31,0,0,0.041944444,210815PEP01
41433,477,61,AS-02,16-Jun-20,07:05:00,16-Jun-20,07:07:30,0,0,0.041666667,220036PEP01
40175,477,61,AS-02,10-Feb-20,08:05:00,10-Feb-20,08:07:30,0,0,0.041666667,230710PEP01
40760,477,61,AS-02,11-Mar-20,09:35:00,11-Mar-20,09:37:30,0,0,0.041666667,210765PEP01
40352,477,61,AS-02,07-Apr-20,08:05:00,07-Apr-20,08:07:29,0,0,0.041388889,210565PEP01
40297,477,61,AS-02,11-Feb-20,12:05:00,11-Feb-20,12:07:29,0,0,0.041388889,210985PEP01
42852,477,61,AS-02,14-Jul-20,10:32:00,14-Jul-20,10:34:29,0,0,0.041388889,210570PEP01
41214,477,61,AS-02,18-Mar-20,15:45:00,18-Mar-20,15:47:29,0,0,0.041388889,233875PEP01
42937,477,61,AS-02,01-Jul-20,14:35:00,01-Jul-20,14:37:29,0,0,0.041388889,230340PEP01
43454,477,61,AS-02,15-Jul-20,16:05:00,15-Jul-20,16:07:29,0,0,0.041388889,210765PEP01
41666,477,61,AS-02,15-Apr-20,10:05:00,15-Apr-20,10:07:29,0,0,0.041388889,231775PEP01
37927,477,61,AS-02,11-Feb-20,10:05:00,11-Feb-20,10:07:28,0,0,0.041111111,210940PEP01
42070,477,61,AS-02,14-May-20,11:05:00,14-May-20,11:07:28,0,0,0.041111111,233560PEP01
41580,477,61,AS-02,06-Apr-20,11:05:00,06-Apr-20,11:07:28,0,0,0.041111111,233330PEP01
39902,477,61,AS-02,31-Jan-20,15:05:56,31-Jan-20,15:08:24,0,0,0.041111111,232495PEP01
40151,477,61,AS-02,18-Mar-20,10:05:00,18-Mar-20,10:07:28,0,0,0.041111111,232970PEP01
40302,477,61,AS-02,12-Feb-20,07:05:00,12-Feb-20,07:07:27,0,0,0.040833333,210980PEP01
41433,477,61,AS-02,30-Mar-20,15:05:00,30-Mar-20,15:07:27,0,0,0.040833333,220036PEP01
40922,477,61,AS-02,18-Mar-20,07:35:00,18-Mar-20,07:37:27,0,0,0.040833333,210505PEP01
40109,477,61,AS-02,05-Feb-20,08:05:00,05-Feb-20,08:07:27,0,0,0.040833333,232895PEP01
42776,477,61,AS-02,15-Jun-20,09:05:00,15-Jun-20,09:07:27,0,0,0.040833333,210805PEP01
42478,477,61,AS-02,06-Jul-20,12:22:00,06-Jul-20,12:24:26,0,0,0.040555556,210071PEP01
40754,477,61,AS-02,12-Mar-20,07:05:00,12-Mar-20,07:07:26,0,0,0.040555556,210770PEP01
39737,477,61,AS-02,14-Feb-20,13:05:00,14-Feb-20,13:07:26,0,0,0.040555556,210945PEP01
41322,477,61,AS-02,08-Apr-20,07:05:00,08-Apr-20,07:07:25,0,0,0.040277778,210805PEP01
40522,477,61,AS-02,13-Feb-20,07:35:00,13-Feb-20,07:37:25,0,0,0.040277778,220036PEP01
40833,477,61,AS-02,19-Mar-20,10:05:00,19-Mar-20,10:07:25,0,0,0.040277778,230185PEP01
41921,477,61,AS-02,04-May-20,13:45:00,04-May-20,13:47:25,0,0,0.040277778,233330PEP01
39896,477,61,AS-02,30-Jan-20,14:05:31,30-Jan-20,14:07:56,0,0,0.040277778,231430PEP01
41643,477,61,AS-02,13-Apr-20,15:34:00,13-Apr-20,15:36:24,0,0,0.04,230395PEP01
40439,477,61,AS-02,28-Feb-20,07:35:00,28-Feb-20,07:37:24,0,0,0.04,210640PEP01
41286,477,61,AS-02,25-Mar-20,16:05:00,25-Mar-20,16:07:24,0,0,0.04,210395PEP01
40713,477,61,AS-02,07-Mar-20,09:05:00,07-Mar-20,09:07:24,0,0,0.04,233216PEP01
42585,477,61,AS-02,15-Jun-20,07:05:00,15-Jun-20,07:07:24,0,0,0.04,210570PEP01
40318,477,61,AS-02,10-Feb-20,07:45:00,10-Feb-20,07:47:24,0,0,0.04,230400PEP01
43064,477,61,AS-02,30-Jun-20,15:32:00,30-Jun-20,15:34:24,0,0,0.04,231785PEP01
39839,477,61,AS-02,05-Mar-20,14:05:00,05-Mar-20,14:07:23,0,0,0.039722222,210915PEP01
41633,477,61,AS-02,15-Apr-20,07:05:00,15-Apr-20,07:07:23,0,0,0.039722222,230410PEP01
40365,477,61,AS-02,20-Feb-20,08:05:00,20-Feb-20,08:07:23,0,0,0.039722222,210615PEP01
43427,477,61,AS-02,20-Jul-20,16:14:00,20-Jul-20,16:16:23,0,0,0.039722222,232910PEP01
43786,477,61,AS-02,23-Jul-20,13:22:00,23-Jul-20,13:24:22,0,0,0.039444444,231530PEP01
39866,477,61,AS-02,29-Jan-20,14:05:33,29-Jan-20,14:07:55,0,0,0.039444444,230395PEP01
41905,477,61,AS-02,04-May-20,07:40:00,04-May-20,07:42:22,0,0,0.039444444,210665PEP01
42526,477,61,AS-02,20-Jun-20,09:05:00,20-Jun-20,09:07:22,0,0,0.039444444,233985PEP01
41255,477,61,AS-02,26-Mar-20,14:45:00,26-Mar-20,14:47:22,0,0,0.039444444,210061PEP01
39676,477,61,AS-02,04-Jun-20,14:05:00,04-Jun-20,14:07:22,0,0,0.039444444,231130PEP01
39084,477,61,AS-02,29-Jan-20,09:05:31,29-Jan-20,09:07:53,0,0,0.039444444,232895PEP01
41892,477,61,AS-02,05-May-20,07:05:00,05-May-20,07:07:21,0,0,0.039166667,233565PEP01
41364,477,61,AS-02,24-Mar-20,09:05:00,24-Mar-20,09:07:21,0,0,0.039166667,233171PEP01
40895,477,61,AS-02,25-Mar-20,10:05:00,25-Mar-20,10:07:21,0,0,0.039166667,232985PEP01
42722,477,61,AS-02,17-Jun-20,14:05:00,17-Jun-20,14:07:21,0,0,0.039166667,210765PEP01
39543,477,61,AS-02,12-Feb-20,15:05:00,12-Feb-20,15:07:20,0,0,0.038888889,210575PEP01
42293,477,61,AS-02,22-Jun-20,07:05:00,22-Jun-20,07:07:20,0,0,0.038888889,220036PEP01
40158,477,61,AS-02,10-Feb-20,07:05:00,10-Feb-20,07:07:20,0,0,0.038888889,231620PEP01
40840,477,61,AS-02,19-Mar-20,13:05:00,19-Mar-20,13:07:20,0,0,0.038888889,230185PEP01
42696,477,61,AS-02,08-Jul-20,07:42:00,08-Jul-20,07:44:20,0,0,0.038888889,233960PEP01
43508,477,61,AS-02,17-Jul-20,09:02:00,17-Jul-20,09:04:20,0,0,0.038888889,210575PEP01
40583,477,61,AS-02,24-Mar-20,11:58:00,24-Mar-20,12:00:19,0,0,0.038611111,210835PEP01
38535,477,61,AS-02,25-Feb-20,13:05:00,25-Feb-20,13:07:19,0,0,0.038611111,220355PEP01
42595,477,61,AS-02,11-Jun-20,07:35:00,11-Jun-20,07:37:19,0,0,0.038611111,210805PEP01
43320,477,61,AS-02,21-Jul-20,15:47:00,21-Jul-20,15:49:19,0,0,0.038611111,230005PEP01
42408,477,61,AS-02,25-Jun-20,10:33:00,25-Jun-20,10:35:18,0,0,0.038333333,230185PEP01
41590,477,61,AS-02,06-Apr-20,13:40:00,06-Apr-20,13:42:18,0,0,0.038333333,233171PEP01
39527,477,61,AS-02,30-Jan-20,15:05:31,30-Jan-20,15:07:49,0,0,0.038333333,232765PEP01
43104,477,61,AS-02,01-Jul-20,11:05:00,01-Jul-20,11:07:18,0,0,0.038333333,233730PEP01
40427,477,61,AS-02,17-Feb-20,07:05:00,17-Feb-20,07:07:17,0,0,0.038055556,210635PEP01
40054,477,61,AS-02,18-Feb-20,07:35:00,18-Feb-20,07:37:17,0,0,0.038055556,210805PEP01
42862,477,61,AS-02,02-Jul-20,07:02:00,02-Jul-20,07:04:16,0,0,0.037777778,230400PEP01
40360,477,61,AS-02,07-Apr-20,07:05:00,07-Apr-20,07:07:16,0,0,0.037777778,210560PEP01
40672,477,61,AS-02,12-Mar-20,13:05:00,12-Mar-20,13:07:16,0,0,0.037777778,210815PEP01
39811,477,61,AS-02,25-Feb-20,13:05:00,25-Feb-20,13:07:16,0,0,0.037777778,232895PEP01
41328,477,61,AS-02,07-Apr-20,14:05:00,07-Apr-20,14:07:16,0,0,0.037777778,210810PEP01
39878,477,61,AS-02,30-Jan-20,09:05:31,30-Jan-20,09:07:47,0,0,0.037777778,230385PEP01
39569,477,61,AS-02,14-Feb-20,07:05:00,14-Feb-20,07:07:16,0,0,0.037777778,210770PEP01
42252,477,61,AS-02,08-Jun-20,15:05:00,08-Jun-20,15:07:16,0,0,0.037777778,233865PEP01
41163,477,61,AS-02,20-May-20,16:05:00,20-May-20,16:07:15,0,0,0.0375,220355PEP01
42943,477,61,AS-02,01-Jul-20,15:47:00,01-Jul-20,15:49:15,0,0,0.0375,231430PEP01
40795,477,61,AS-02,06-May-20,07:30:00,06-May-20,07:32:15,0,0,0.0375,230005PEP01
40666,477,61,AS-02,28-Feb-20,13:05:00,28-Feb-20,13:07:15,0,0,0.0375,210810PEP01
42118,477,61,AS-02,20-May-20,13:05:00,20-May-20,13:07:14,0,0,0.037222222,232970PEP01
39500,477,61,AS-02,04-Feb-20,09:05:00,04-Feb-20,09:07:14,0,0,0.037222222,231620PEP01
43006,477,61,AS-02,02-Jul-20,07:42:00,02-Jul-20,07:44:14,0,0,0.037222222,231620PEP01
42257,477,61,AS-02,09-Jun-20,14:05:00,09-Jun-20,14:07:13,0,0,0.036944444,233760PEP01
41111,477,61,AS-02,31-Mar-20,10:20:00,31-Mar-20,10:22:13,0,0,0.036944444,233820PEP01
